sofifa_id,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,potential/wage,value/wage,height_m
230142,oyarzabal,"LW, RW",85,89,77500000.0,57000.0,24,181,0.0015614035087719298,1359.6491228070176,1.81
231478,l. martínez,ST,85,89,78000000.0,145000.0,23,174,0.0006137931034482758,537.9310344827586,1.74
231677,m. rashford,"LM, ST",85,89,77500000.0,150000.0,23,186,0.0005933333333333333,516.6666666666666,1.86
235212,a. hakimi,"RB, RWB",85,88,69500000.0,100000.0,22,181,0.00088,695.0,1.81
235243,m. de ligt,CB,85,90,75000000.0,81000.0,21,189,0.0011111111111111111,925.925925925926,1.89
41236,z. ibrahimović,ST,84,84,14500000.0,51000.0,39,195,0.0016470588235294118,284.3137254901961,1.95
146536,jesús navas,"RB, RM",84,84,13000000.0,30000.0,35,172,0.0028,433.3333333333333,1.72
152729,piqué,CB,84,84,13500000.0,175000.0,34,194,0.00048,77.14285714285714,1.94
175943,d. mertens,"CF, ST, CAM",84,84,20500000.0,105000.0,34,169,0.0008,195.23809523809524,1.69
181291,g. wijnaldum,"CM, CDM",84,84,40500000.0,115000.0,30,175,0.0007304347826086957,352.17391304347825,1.75
183711,j. henderson,"CDM, CM",84,84,29500000.0,140000.0,31,182,0.0006,210.71428571428572,1.82
184134,fernando,"CDM, CM",84,84,21000000.0,43000.0,33,183,0.0019534883720930232,488.3720930232558,1.83
186345,k. trippier,"RB, RWB, RM",84,84,36500000.0,74000.0,30,173,0.001135135135135135,493.2432432432432,1.73
192629,iago aspas,"ST, RW",84,84,27000000.0,46000.0,33,176,0.0018260869565217392,586.9565217391304,1.76
193080,de gea,GK,84,84,28000000.0,120000.0,30,192,0.0007,233.33333333333334,1.92
197445,d. alaba,"CB, LB",84,84,35500000.0,195000.0,29,180,0.0004307692307692308,182.05128205128204,1.8
198706,luis alberto,"CAM, CM, CF",84,84,42500000.0,95000.0,28,183,0.0008842105263157895,447.36842105263156,1.83
199434,d. tadić,"LW, CF, CAM",84,84,33500000.0,32000.0,32,181,0.002625,1046.875,1.81
199451,w. ben yedder,ST,84,84,41500000.0,88000.0,30,170,0.0009545454545454546,471.59090909090907,1.7
200458,l. digne,LB,84,84,40500000.0,110000.0,27,178,0.0007636363636363637,368.1818181818182,1.78
200647,j. iličić,"CF, ST",84,84,27000000.0,84000.0,33,190,0.001,321.42857142857144,1.9
202811,e. martínez,GK,84,85,33500000.0,81000.0,28,195,0.0010493827160493827,413.58024691358025,1.95
203263,h. maguire,CB,84,86,42500000.0,155000.0,28,194,0.0005548387096774194,274.19354838709677,1.94
204639,s. savić,CB,84,84,34500000.0,74000.0,30,187,0.001135135135135135,466.2162162162162,1.87
204923,m. sabitzer,"CM, CDM, CAM",84,85,48000000.0,110000.0,27,178,0.0007727272727272727,436.3636363636364,1.78
205988,l. shaw,LB,84,86,48500000.0,140000.0,25,181,0.0006142857142857142,346.42857142857144,1.81
206517,j. grealish,"LW, LM, CAM",84,85,50500000.0,180000.0,25,180,0.00047222222222222224,280.55555555555554,1.8
207862,m. ginter,CB,84,85,42500000.0,45000.0,27,191,0.001888888888888889,944.4444444444445,1.91
207863,felipe,CB,84,84,27500000.0,74000.0,32,190,0.001135135135135135,371.6216216216216,1.9
208418,y. carrasco,"LM, ST",84,84,45000000.0,81000.0,27,185,0.001037037037037037,555.5555555555555,1.85
208574,f. kostić,"LM, LWB",84,84,42500000.0,52000.0,28,184,0.0016153846153846153,817.3076923076923,1.84
208670,h. ziyech,"RW, CAM",84,84,42500000.0,170000.0,28,181,0.0004941176470588235,250.0,1.81
209889,r. guerreiro,"LB, LM",84,84,40500000.0,79000.0,27,170,0.0010632911392405063,512.6582278481013,1.7
210243,ricardo pereira,"RB, RM",84,84,40500000.0,130000.0,27,175,0.0006461538461538461,311.53846153846155,1.75
212188,t. werner,"ST, LW",84,87,56500000.0,155000.0,25,180,0.0005612903225806451,364.51612903225805,1.8
215698,m. maignan,GK,84,89,49500000.0,45000.0,25,191,0.001977777777777778,1100.0,1.91
216352,m. brozović,"CDM, CM",84,84,37000000.0,130000.0,28,181,0.0006461538461538461,284.61538461538464,1.81
216393,y. tielemans,"CM, CDM",84,87,57000000.0,125000.0,24,176,0.000696,456.0,1.76
216460,j. giménez,CB,84,88,52000000.0,74000.0,26,185,0.0011891891891891893,702.7027027027027,1.85
216594,n. fekir,"CAM, RM, ST",84,84,45000000.0,42000.0,27,173,0.002,1071.4285714285713,1.73
222492,l. sané,"RM, LM",84,87,56000000.0,105000.0,25,183,0.0008285714285714286,533.3333333333334,1.83
224232,n. barella,CM,84,89,63500000.0,120000.0,24,172,0.0007416666666666666,529.1666666666666,1.72
224334,m. acuña,"LB, LM",84,84,37000000.0,45000.0,29,172,0.0018666666666666666,822.2222222222222,1.72
228941,andré silva,ST,84,85,51000000.0,110000.0,25,185,0.0007727272727272727,463.6363636363636,1.85
230938,f. kessié,"CDM, CM",84,86,49500000.0,51000.0,24,183,0.0016862745098039215,970.5882352941177,1.83
232656,t. hernández,LB,84,90,62500000.0,51000.0,23,184,0.0017647058823529412,1225.4901960784314,1.84
235790,k. havertz,"CAM, CF, CM",84,92,94500000.0,130000.0,22,188,0.0007076923076923077,726.9230769230769,1.88
237692,p. foden,"CAM, LW, CM",84,92,94500000.0,125000.0,21,171,0.000736,756.0,1.71
135507,fernandinho,"CDM, CB",83,83,7000000.0,100000.0,36,179,0.00083,70.0,1.79
169416,c. vela,"RW, LW, CAM",83,83,29000000.0,17000.0,32,177,0.0048823529411764705,1705.8823529411766,1.77
177413,a. witsel,"CDM, CM",83,83,24000000.0,72000.0,32,186,0.0011527777777777777,333.3333333333333,1.86
178750,sergio asenjo,GK,83,83,18000000.0,37000.0,32,189,0.002243243243243243,486.4864864864865,1.89
179645,s. kjær,CB,83,83,23500000.0,54000.0,32,190,0.001537037037037037,435.18518518518516,1.9
180930,e. džeko,ST,83,83,15500000.0,105000.0,35,193,0.0007904761904761905,147.61904761904762,1.93
183907,j. boateng,CB,83,83,23500000.0,81000.0,32,190,0.0010246913580246914,290.12345679012344,1.9
184087,t. alderweireld,CB,83,83,,,32,186,,,1.86
184432,azpilicueta,"CB, RWB",83,83,25000000.0,125000.0,31,178,0.000664,200.0,1.78
187961,paulinho,"CM, CAM, CDM",83,83,28500000.0,61000.0,32,183,0.001360655737704918,467.21311475409834,1.83
189575,muniain,"CAM, RM, LM",83,83,36500000.0,44000.0,28,170,0.0018863636363636363,829.5454545454545,1.7
190286,canales,"CM, CDM, LM",83,83,34500000.0,38000.0,30,176,0.0021842105263157894,907.8947368421053,1.76
190941,l. hrádecký,GK,83,83,19000000.0,55000.0,31,192,0.0015090909090909091,345.45454545454544,1.92
191043,alex sandro,"LB, LM",83,83,31500000.0,95000.0,30,180,0.0008736842105263158,331.57894736842104,1.8
192563,b. leno,GK,83,84,28000000.0,87000.0,29,190,0.0009655172413793104,321.8390804597701,1.9
192774,k. manolas,CB,83,83,30000000.0,80000.0,30,189,0.0010375,375.0,1.89
192883,h. mkhitaryan,"CF, RM, RW",83,83,29500000.0,82000.0,32,177,0.0010121951219512195,359.7560975609756,1.77
193082,j. cuadrado,"RB, RM",83,83,19000000.0,95000.0,33,179,0.0008736842105263158,200.0,1.79
197061,j. matip,CB,83,83,30500000.0,130000.0,29,194,0.0006384615384615385,234.6153846153846,1.94
197655,s. coates,CB,83,83,30000000.0,21000.0,30,196,0.003952380952380952,1428.5714285714287,1.96
199845,f. acerbi,CB,83,83,17500000.0,75000.0,33,192,0.0011066666666666666,233.33333333333334,1.92
199914,allan,"CDM, CM",83,83,30500000.0,100000.0,30,175,0.00083,305.0,1.75
200610,k. volland,"ST, CF",83,83,37000000.0,83000.0,28,179,0.001,445.7831325301205,1.79
201153,morata,ST,83,83,37000000.0,84000.0,28,190,0.000988095238095238,440.4761904761905,1.9
201399,m. icardi,ST,83,83,37000000.0,120000.0,28,181,0.0006916666666666667,308.3333333333333,1.81
202884,l. spinazzola,"LWB, LB, LM",83,83,33000000.0,72000.0,28,186,0.0011527777777777777,458.3333333333333,1.86
203574,j. stones,CB,83,86,41000000.0,140000.0,27,188,0.0006142857142857142,292.85714285714283,1.88
203841,n. pope,GK,83,83,25000000.0,45000.0,29,199,0.0018444444444444443,555.5555555555555,1.99
204838,r. jiménez,ST,83,83,35500000.0,120000.0,30,188,0.0006916666666666667,295.8333333333333,1.88
204935,j. pickford,GK,83,85,33000000.0,83000.0,27,185,0.0010240963855421687,397.5903614457831,1.85
205452,a. rüdiger,CB,83,84,34500000.0,130000.0,28,190,0.0006461538461538461,265.38461538461536,1.9
205632,l. ocampos,"LW, RW",83,83,39500000.0,46000.0,26,188,0.0018043478260869564,858.695652173913,1.88
207410,m. kovačić,"CM, CDM",83,84,41500000.0,135000.0,27,176,0.0006222222222222223,307.4074074074074,1.76
209989,t. partey,"CM, CDM",83,83,36500000.0,115000.0,28,185,0.0007217391304347827,317.39130434782606,1.85
211688,gayà,"LB, LWB, LM",83,86,43500000.0,48000.0,26,172,0.0017916666666666667,906.25,1.72
213565,t. lemar,"LM, CM, RM",83,86,48000000.0,71000.0,25,171,0.001211267605633803,676.056338028169,1.71
213648,p. højbjerg,"CDM, CM",83,86,43500000.0,105000.0,25,185,0.0008190476190476191,414.2857142857143,1.85
214997,á. correa,"ST, RM",83,86,48000000.0,80000.0,26,171,0.001075,600.0,1.71
215333,d. zapata,ST,83,83,35500000.0,77000.0,30,189,0.001077922077922078,461.038961038961,1.89
216354,a. kramarić,"ST, CAM",83,83,35500000.0,59000.0,30,177,0.0014067796610169492,601.6949152542373,1.77
220651,angeliño,"LWB, LM",83,86,46000000.0,77000.0,24,175,0.0011168831168831168,597.4025974025974,1.75
220814,l. hernández,"LB, CB",83,86,44500000.0,85000.0,25,184,0.0010117647058823529,523.5294117647059,1.84
220834,marco asensio,"RW, LW",83,86,48000000.0,190000.0,25,182,0.0004526315789473684,252.6315789473684,1.82
223689,w. weghorst,ST,83,83,37000000.0,95000.0,28,197,0.0008736842105263158,389.4736842105263,1.97
223697,r. gosens,"LWB, LB, LM",83,83,36000000.0,65000.0,26,183,0.001276923076923077,553.8461538461538,1.83
225193,merino,CM,83,87,50000000.0,47000.0,25,189,0.001851063829787234,1063.8297872340424,1.89
225850,p. kimpembe,CB,83,87,45500000.0,90000.0,25,189,0.0009666666666666667,505.55555555555554,1.89
228618,f. mendy,LB,83,86,43500000.0,170000.0,26,180,0.0005058823529411764,255.88235294117646,1.8
229880,a. wan-bissaka,RB,83,87,48500000.0,115000.0,23,183,0.0007565217391304348,421.7391304347826,1.83
230481,ronaldo cabrais,"CAM, RM",83,83,35500000.0,49000.0,29,177,0.0016938775510204082,724.4897959183673,1.77
230658,arthur,CM,83,85,47000000.0,90000.0,24,171,0.0009444444444444445,522.2222222222222,1.71
230666,gabriel jesus,ST,83,87,52500000.0,150000.0,24,175,0.00058,350.0,1.75
231443,o. dembélé,RW,83,88,55000000.0,165000.0,24,178,0.0005333333333333334,333.3333333333333,1.78
233064,m. mount,"CAM, CM, RW",83,89,58500000.0,120000.0,22,178,0.0007416666666666666,487.5,1.78
234642,é. mendy,GK,83,85,30000000.0,105000.0,29,197,0.0008095238095238096,285.7142857142857,1.97
235805,f. chiesa,"RW, LW, RM",83,91,80500000.0,74000.0,23,175,0.0012297297297297297,1087.837837837838,1.75
239053,f. valverde,CM,83,89,58000000.0,160000.0,22,182,0.00055625,362.5,1.82
241486,j. koundé,CB,83,89,53000000.0,33000.0,22,181,0.002696969696969697,1606.060606060606,1.81
242444,joão félix,"CF, ST",83,91,82000000.0,61000.0,21,181,0.0014918032786885246,1344.2622950819673,1.81
120533,pepe,CB,82,82,5500000.0,14000.0,38,188,0.005857142857142857,392.85714285714283,1.88
157481,raúl albiol,CB,82,82,8000000.0,30000.0,35,190,0.0027333333333333333,266.6666666666667,1.9
164835,ł. fabiański,GK,82,82,3400000.0,43000.0,36,190,0.0019069767441860465,79.06976744186046,1.9
168435,s. sirigu,GK,82,82,5000000.0,20000.0,34,192,0.0041,250.0,1.92
168651,i. rakitić,CM,82,82,18500000.0,39000.0,33,184,0.0021025641025641025,474.35897435897436,1.84
173731,g. bale,"RM, RW",82,82,25000000.0,170000.0,31,185,0.0004823529411764706,147.05882352941177,1.85
178005,rui patrício,GK,82,82,10000000.0,51000.0,33,190,0.001607843137254902,196.07843137254903,1.9
178562,é. banega,"CDM, CM",82,82,15000000.0,46000.0,33,174,0.0017826086956521739,326.0869565217391,1.74
180206,m. pjanić,CM,82,82,25000000.0,155000.0,31,178,0.0005290322580645162,161.29032258064515,1.78
183512,yuri berchiche,LB,82,82,22000000.0,35000.0,31,181,0.002342857142857143,628.5714285714286,1.81
187072,l. stindl,"CAM, ST",82,82,24000000.0,41000.0,32,181,0.002,585.3658536585366,1.81
188152,oscar,"CAM, CM, LW",82,82,30000000.0,38000.0,29,179,0.002157894736842105,789.4736842105264,1.79
188943,k. trapp,GK,82,82,20500000.0,31000.0,30,189,0.0026451612903225807,661.2903225806451,1.89
189242,coutinho,"CAM, LW, CM",82,82,30000000.0,165000.0,29,172,0.000496969696969697,181.8181818181818,1.72
190460,c. eriksen,"CM, CAM",82,82,29500000.0,120000.0,29,181,0.0006833333333333333,245.83333333333334,1.81
190815,d. blind,"CB, CDM, LB",82,82,21000000.0,23000.0,31,180,0.0035652173913043477,913.0434782608696,1.8
192318,m. götze,"CAM, CM",82,82,30000000.0,29000.0,29,177,0.0028275862068965515,1034.4827586206898,1.77
193105,a. areola,GK,82,84,26000000.0,75000.0,28,195,0.00112,346.6666666666667,1.95
193165,j. corona,"RM, RB, RW",82,82,30500000.0,22000.0,28,173,0.003727272727272727,1386.3636363636363,1.73
193301,a. lacazette,ST,82,82,30000000.0,110000.0,30,175,0.0007454545454545455,272.72727272727275,1.75
193474,i. gueye,"CDM, CM",82,82,21500000.0,88000.0,31,174,0.0009318181818181818,244.3181818181818,1.74
193525,mário fernandes,RB,82,82,26500000.0,57000.0,30,187,0.0014385964912280703,464.9122807017544,1.87
193698,o. baumann,GK,82,82,16000000.0,37000.0,31,187,0.0022162162162162164,432.43243243243245,1.87
194404,neto,GK,82,82,16000000.0,115000.0,31,190,0.0007130434782608696,139.1304347826087,1.9
197781,isco,"CAM, CM, LW",82,82,30000000.0,175000.0,29,176,0.00046857142857142855,171.42857142857142,1.76
198717,w. zaha,"CF, LM, ST",82,82,31000000.0,85000.0,28,180,0.0009647058823529412,364.70588235294116,1.8
199110,l. muriel,ST,82,82,30000000.0,70000.0,30,179,0.0011714285714285715,428.57142857142856,1.79
199482,a. lopes,GK,82,83,23000000.0,60000.0,30,184,0.0013833333333333334,383.3333333333333,1.84
199823,campaña,"CM, LM, RM",82,82,30500000.0,43000.0,28,179,0.0019069767441860465,709.3023255813954,1.79
201305,gabriel paulista,CB,82,82,25000000.0,44000.0,30,185,0.0018636363636363635,568.1818181818181,1.85
201519,j. veretout,"CDM, CM",82,83,29500000.0,66000.0,28,177,0.0012575757575757575,446.969696969697,1.77
202651,suso,RW,82,82,32500000.0,42000.0,27,176,0.0019523809523809524,773.8095238095239,1.76
203486,t. hazard,"LM, CF",82,82,30500000.0,75000.0,28,175,0.0010933333333333333,406.6666666666667,1.75
205069,juan bernat,LB,82,82,27500000.0,90000.0,28,170,0.0009111111111111111,305.55555555555554,1.7
205070,portu,"RW, RM, LW",82,82,30000000.0,51000.0,29,167,0.001607843137254902,588.2352941176471,1.67
208128,h. çalhanoğlu,"CAM, LM",82,83,35000000.0,115000.0,27,178,0.0007217391304347827,304.3478260869565,1.78
208333,e. can,"CM, CB, CDM",82,83,35000000.0,72000.0,27,186,0.0011527777777777777,486.1111111111111,1.86
208421,saúl,"CM, LM",82,85,39500000.0,68000.0,26,184,0.00125,580.8823529411765,1.84
208461,m. de roon,"CDM, CM",82,82,25500000.0,59000.0,30,185,0.0013898305084745763,432.20338983050846,1.85
209981,y. bounou,GK,82,82,20500000.0,29000.0,30,192,0.0028275862068965515,706.8965517241379,1.92
210035,grimaldo,"LB, LM, LWB",82,85,37000000.0,18000.0,25,171,0.004722222222222222,2055.5555555555557,1.71
210413,a. romagnoli,CB,82,83,31500000.0,49000.0,26,185,0.0016938775510204082,642.8571428571429,1.85
210935,d. berardi,"RW, RM",82,82,33500000.0,51000.0,26,183,0.001607843137254902,656.8627450980392,1.83
211256,n. tagliafico,LB,82,82,27500000.0,24000.0,28,172,0.003416666666666667,1145.8333333333333,1.72
211515,p. gollini,GK,82,87,35000000.0,48000.0,26,194,0.0018125,729.1666666666666,1.94
212190,n. süle,"CB, RB",82,87,40500000.0,78000.0,25,195,0.0011153846153846153,519.2307692307693,1.95
212462,alex telles,LB,82,82,27500000.0,130000.0,28,181,0.0006307692307692308,211.53846153846155,1.81
212523,anderson talisca,"CF, ST, CAM",82,83,35500000.0,61000.0,27,190,0.001360655737704918,581.9672131147541,1.9
212616,r. de paul,"CM, CF",82,83,35000000.0,68000.0,27,180,0.0012205882352941176,514.7058823529412,1.8
216547,rafa,"RM, LM",82,82,30500000.0,22000.0,28,170,0.003727272727272727,1386.3636363636363,1.7
219693,diego carlos,CB,82,84,30500000.0,37000.0,28,185,0.00227027027027027,824.3243243243244,1.85
220018,a. rebić,"LM, ST",82,82,32500000.0,54000.0,27,185,0.0015185185185185184,601.8518518518518,1.85
220440,c. lenglet,CB,82,86,37500000.0,145000.0,26,186,0.0005931034482758621,258.62068965517244,1.86
220697,j. maddison,"CAM, CM",82,85,41500000.0,100000.0,24,175,0.00085,415.0,1.75
222077,m. locatelli,"CDM, CM",82,87,42000000.0,74000.0,23,185,0.0011756756756756757,567.5675675675676,1.85
222665,m. ødegaard,"CAM, CM",82,88,49000000.0,89000.0,22,178,0.0009887640449438202,550.561797752809,1.78
